ID,window,serviceby,job_size,in_Queue_time,out_Queue_time,out_Server_time,queueing_time,response_time,isFinished
1,0,cm_01,103.96732824413351,1435216129.904859,1435216129.90739,1435216233.973757,0.0025310516357421875,104.06889796257019,1
2,0,cm_02,2.4466624463409863,1435217585.813987,1435219587.912165,1435219590.361926,2002.098177909851,2004.5479390621185,1
3,0,cm_03,12.041679906686916,1435216130.275704,1435216130.284262,1435216142.33918,0.008558034896850586,12.063476085662842,1
4,0,cm_01,0.44960886039793735,1435216130.79427,1435216233.97634,1435216234.426971,103.18207001686096,103.63270092010498,1
5,0,cm_02,3.697424689865697,1435216131.843938,1435216131.844721,1435216135.551544,0.0007829666137695312,3.7076058387756348,1
6,0,cm_03,0.30412694519011585,1435216132.578213,1435216142.342459,1435216142.647281,9.764245986938477,10.06906795501709,1
7,0,cm_01,1.6748473995059086,1435216133.144886,1435216234.429313,1435216236.106234,101.28442692756653,102.96134805679321,1
8,0,cm_02,0.5003170693817061,1435216133.775713,1435216135.555079,1435216136.056301,1.7793660163879395,2.280588150024414,1
9,0,cm_03,6.033777191216992,1435216134.762112,1435216142.650237,1435216148.692867,7.88812518119812,13.930755138397217,1
10,0,cm_01,6.0703502001352145,1435216134.955047,1435216236.10808,1435216242.184918,101.15303301811218,107.22987103462219,1
11,0,cm_02,0.214672208635855,1435216135.825504,1435216136.058902,1435216136.274183,0.2333979606628418,0.44867897033691406,1
12,0,cm_03,0.0413579015207044,1435216136.11676,1435216148.694158,1435216148.735755,12.57739806175232,12.618994951248169,1
13,0,cm_01,0.004809857513302651,1435216136.198657,1435216242.188041,1435216242.19333,105.98938393592834,105.99467301368713,1
14,0,cm_02,0.09150076016014719,1435216136.465326,1435216136.466054,1435216136.558101,0.0007278919219970703,0.09277486801147461,1
15,0,cm_03,2.3124163434321403,1435216137.36885,1435216148.737008,1435216151.052016,11.368158102035522,13.683166027069092,1
16,1,cm_01,4.039934781588079,1435216138.603315,1435216242.194847,1435216246.239186,103.59153199195862,107.63587093353271,1
17,1,cm_02,0.0853337375783485,1435216138.680794,1435216138.682062,1435216138.767932,0.0012679100036621094,0.08713793754577637,1
18,1,cm_03,0.9037522694874871,1435216139.481143,1435216151.05531,1435216151.960456,11.574167013168335,12.479312896728516,1
19,1,cm_01,0.0984965115288885,1435216139.811242,1435216246.241127,1435216246.340104,106.4298849105835,106.52886199951172,1
20,1,cm_02,0.6433737962549559,1435216140.283329,1435216140.284705,1435216140.929757,0.0013759136199951172,0.646428108215332,1
21,1,cm_03,0.8367634514879108,1435216140.373021,1435216151.962344,1435216152.800417,11.589323043823242,12.427396059036255,1
22,1,cm_01,1.2716228975153974,1435216140.616928,1435216246.342347,1435216247.61564,105.72541880607605,106.99871182441711,1
23,1,cm_02,1.2999533155754293,1435216141.263767,1435216141.264331,1435216142.567742,0.0005640983581542969,1.3039751052856445,1
24,1,cm_03,0.7413288098282642,1435216142.260118,1435216152.802207,1435216153.544718,10.542088985443115,11.284600019454956,1
25,1,cm_01,622.1106046288284,1435216142.423642,1435216247.618029,1435216869.816039,105.1943871974945,727.3923971652985,1
26,1,cm_02,0.9731174149128661,1435216142.53301,1435216142.571191,1435216143.545604,0.03818106651306152,1.0125939846038818,1
27,1,cm_03,2.516162891140702,1435216142.966106,1435216153.546608,1435216156.065815,10.580502033233643,13.099709033966064,1
28,1,cm_01,2.348227453372998,1435216143.496867,1435216872.201017,1435216874.552132,728.7041499614716,731.0552649497986,1
29,1,cm_02,2.476329204262314,1435216143.614319,1435216143.614604,1435216146.093879,0.0002849102020263672,2.479559898376465,1
30,1,cm_03,0.09976972030111875,1435216144.262108,1435216156.068737,1435216156.169001,11.806628942489624,11.906893014907837,1
31,1,cm_01,0.6595798100937134,1435216144.532607,1435216877.052898,1435216877.713623,732.520290851593,733.1810159683228,1
32,1,cm_02,0.47593301039229163,1435216145.162242,1435216146.098905,1435216146.575798,0.9366631507873535,1.4135560989379883,1
33,1,cm_03,12.99224876755256,1435216145.326051,1435216156.171314,1435216169.176872,10.845263004302979,23.850821018218994,1
34,1,cm_01,0.8572164311531376,1435216145.518896,1435216882.516305,1435216883.375388,736.9974088668823,737.8564918041229,1
35,1,cm_02,0.33980549219599565,1435216145.693986,1435216146.577286,1435216146.917722,0.8833000659942627,1.223736047744751,1
36,1,cm_03,0.5547866053956179,1435216146.064272,1435216169.178334,1435216169.733894,23.114062070846558,23.66962218284607,1
37,1,cm_01,0.06217804463983412,1435216146.116143,1435216887.070334,1435216887.132924,740.9541909694672,741.0167810916901,1
38,1,cm_02,1.551650319197428,1435216146.124636,1435216146.919283,1435216148.472869,0.7946469783782959,2.3482329845428467,1
39,1,cm_03,1.0950547099158494,1435216147.584091,1435216169.736711,1435216170.833234,22.15262007713318,23.24914312362671,1
