ID,window,serviceby,job_size,in_Queue_time,out_Queue_time,out_Server_time,queueing_time,response_time,isFinished
1,0,cm_02,0.1156980686419351,1435291487.661475,1435291489.669227,1435291489.78574,2.007751941680908,2.12426495552063,1
2,0,cm_02,1.6514231298975317,1435312591.75763,1435312931.83561,1435312933.488949,340.0779798030853,341.7313189506531,1
3,0,cm_02,0.09774137942972883,1435291556.19467,1435291556.196396,1435291556.294383,0.0017261505126953125,0.09971308708190918,1
4,0,cm_01,0.8573179904042503,1435312620.653188,1435312632.128706,1435312632.987309,11.475517988204956,12.334120988845825,1
5,0,cm_03,1.1412960007358812,1435291557.113919,1435291557.119166,1435291558.262055,0.005246877670288086,1.1481359004974365,1
6,0,cm_02,0.4385085216169644,1435310980.86047,1435310980.866872,1435310981.305971,0.006402015686035156,0.44550085067749023,1
7,0,cm_02,0.11359673123024705,1435291557.300632,1435291558.279195,1435291558.393066,0.9785630702972412,1.0924339294433594,1
8,0,cm_03,0.4521725535800547,1435312597.829327,1435312633.290269,1435312633.743239,35.460941791534424,35.91391181945801,1
9,0,cm_01,0.3212072987316277,1435293196.59816,1435297531.096258,1435297531.418248,4334.498097896576,4334.8200879096985,1
10,0,cm_02,1.096909422079492,1435310982.161921,1435310982.16333,1435310983.261513,0.0014090538024902344,1.0995919704437256,1
11,0,cm_02,3.70876186388983,1435291558.523814,1435291558.525168,1435291562.239522,0.0013539791107177734,3.715708017349243,1
12,0,cm_03,1.3274234429235579,1435312587.252414,1435312631.9597,1435312633.28884,44.70728611946106,46.036426067352295,1
13,0,cm_03,1.3647317068839167,1435291558.595196,1435291558.596369,1435291559.96265,0.0011730194091796875,1.3674540519714355,1
14,0,cm_03,8.3702285656667,1435310983.943227,1435310983.951284,1435310992.328128,0.008056879043579102,8.38490104675293,1
15,0,cm_02,0.7814827434644667,1435291559.220554,1435291562.565416,1435291563.348685,3.3448619842529297,4.128130912780762,1
16,0,cm_02,2.5890448437629923,1435310984.205989,1435310984.207675,1435310986.798531,0.00168609619140625,2.5925421714782715,1
17,0,cm_01,0.4280655570381189,1435291560.053536,1435292580.752996,1435292581.248399,1020.699460029602,1021.1948630809784,1
18,0,cm_02,3.4170132849309045,1435310984.696612,1435310986.800227,1435310990.218471,2.1036150455474854,5.521859169006348,1
19,0,cm_02,0.0009423423599923542,1435291560.678981,1435291563.898218,1435291563.900148,3.2192368507385254,3.2211668491363525,1
20,0,cm_01,2.4026813586660394,1435310985.808863,1435310985.809113,1435310988.214728,0.00025010108947753906,2.40586519241333,1
21,0,cm_03,1.89356629947704,1435291562.159986,1435291562.160391,1435291564.057595,0.0004050731658935547,1.897608995437622,1
22,0,cm_02,0.4945773614437581,1435310986.591028,1435310990.219618,1435310990.714914,3.6285901069641113,4.1238861083984375,1
23,0,cm_02,0.4075504622266357,1435291563.682567,1435291564.193793,1435291564.603111,0.5112261772155762,0.9205441474914551,1
24,0,cm_02,1.0369066741635145,1435310987.464872,1435310990.716033,1435310991.754254,3.2511610984802246,4.289382219314575,1
25,0,cm_02,0.9302471437678328,1435291563.978992,1435291564.604115,1435291565.536235,0.6251230239868164,1.5572431087493896,1
26,0,cm_03,1.6081416453261355,1435310989.95242,1435310992.32971,1435310993.938471,2.3772900104522705,3.986051082611084,1
27,0,cm_02,6.60355274962271,1435291564.517872,1435291566.096838,1435291572.703152,1.5789659023284912,8.185279846191406,1
28,0,cm_03,1.3918796012045678,1435310990.304657,1435310993.939811,1435310995.333455,3.6351540088653564,5.0287981033325195,1
29,0,cm_03,1.080089216249792,1435291565.942894,1435291565.94409,1435291567.026942,0.0011959075927734375,1.0840480327606201,1
30,0,cm_01,1.7897557814573113,1435310991.204802,1435310991.206071,1435310992.997844,0.0012688636779785156,1.7930419445037842,1
31,0,cm_01,1.845284291455929,1435291566.738058,1435292582.505848,1435292584.379937,1015.7677898406982,1017.6418788433075,1
32,0,cm_03,0.40896136907883274,1435310991.383431,1435310995.3351,1435310995.744761,3.9516689777374268,4.361330032348633,1
33,0,cm_01,1.8044661449140138,1435291567.284325,1435292584.643484,1435292586.521679,1017.3591592311859,1019.2373540401459,1
34,0,cm_03,0.527608363073008,1435310993.700013,1435310995.746058,1435310996.274434,2.0460450649261475,2.5744211673736572,1
35,0,cm_02,4.928107477536243,1435291567.503214,1435291572.703643,1435291577.639517,5.200429201126099,10.136303186416626,1
36,0,cm_03,4.098406022437128,1435310993.993671,1435310996.276027,1435311000.378456,2.282356023788452,6.384785175323486,1
37,0,cm_02,0.030953134081370903,1435291568.109265,1435291577.640521,1435291577.674994,9.531255960464478,9.565728902816772,1
38,0,cm_01,0.09020152121745961,1435310994.254039,1435310994.255081,1435310994.34552,0.0010418891906738281,0.09148097038269043,1
39,0,cm_01,0.2966557620661223,1435291568.619936,1435292590.343978,1435292590.70234,1021.7240419387817,1022.0824038982391,1
40,0,cm_02,0.17244909781723394,1435310995.860831,1435310995.861636,1435310996.036106,0.000804901123046875,0.17527508735656738,1
41,0,cm_02,0.40342400184051974,1435291569.316203,1435291592.306217,1435291592.711722,22.99001383781433,23.39551877975464,1
42,0,cm_01,0.04991027636103196,1435310997.229112,1435310997.230071,1435310997.280207,0.0009591579437255859,0.051095008850097656,1
43,0,cm_02,1.0732496867048362,1435291569.332241,1435291593.595119,1435291594.673,24.262877941131592,25.34075903892517,1
44,0,cm_03,0.05552044022550118,1435310997.926689,1435311000.380379,1435311000.43626,2.4536900520324707,2.509571075439453,1
45,0,cm_02,0.593196245811116,1435291569.695177,1435291596.078354,1435291596.674239,26.383176803588867,26.97906184196472,1
46,0,cm_02,0.7178472191233571,1435310998.171095,1435310998.171519,1435310998.890385,0.0004241466522216797,0.719290018081665,1
47,0,cm_02,0.029384652134051947,1435291570.434049,1435291596.674797,1435291596.705863,26.240748167037964,26.271814107894897,1
48,0,cm_02,0.5249122150927177,1435310998.990593,1435310998.991515,1435310999.517084,0.0009219646453857422,0.5264909267425537,1
49,0,cm_02,0.006402190811330533,1435291570.782192,1435291596.706465,1435291596.714261,25.924273014068604,25.932069063186646,1
50,0,cm_02,0.018433707941837518,1435310999.476228,1435310999.517796,1435310999.536411,0.04156804084777832,0.060183048248291016,1
51,0,cm_01,0.6883888568641212,1435291571.609744,1435292614.39811,1435292615.16813,1042.7883658409119,1043.558385848999,1
52,0,cm_03,1.592122442278991,1435310999.77815,1435311000.437668,1435311002.03044,0.6595180034637451,2.2522900104522705,1
